Title,Url,Date
富田(證券代號：4590)採競價拍賣方式辦理承銷，於今(1/20)日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bdac830ea0796,1150120
中國信託投信募集發行之主動中信台灣卓越ETF，自115年1月22日起掛牌上市，並得辦理融資融券,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bdab5afef0792,1150120
雅特力-KY（證券代號：6907）採競價拍賣方式辦理承銷，於今（1/20）日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bdaa6cf88078e,1150120
臺灣證券交易所訂於1月21日召開有價證券上市審議委員會第875次會議，將審議晉鋒科技(開曼)股份有限公司（Apistek Technology (Cayman) Ltd）之申請股票上市案,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bd5881d54077d,1150119
安葆（證券代號：7792）採競價拍賣方式辦理承銷，於今（1/19）日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bd581be1b0779,1150119
上週外資在集中市場買超565.63億元，買超台新新光金15.81萬張最多，另賣超友達20.23萬張最多,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bd56c16330775,1150119
臺灣證券交易所林修銘董事長登上CNBC專訪，暢談臺灣資本市場及IPO發行展望,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bd4c16eeb0773,1150119
億而得微電子股份有限公司(公司簡稱：億而得-創，公司代號：6423)有價證券將於115年1月22日終止上市,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bc625f820075f,1150116
臺灣證券交易所針對鼎炫投資控股股份有限公司（鼎炫-KY，證券代號: 8499）違反重大訊息規定，處以新臺幣5萬元之違約金,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bc62bc92e0763,1150116
本週發行量加權股價指數漲幅約為3.70%，上市股票總市值達102.35兆元,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bc622b0fc075b,1150116
證交所組織調整：「數位資安部」佈局AI時代　「金融商品部」驅動市場未來,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bc61e0d650757,1150116
輝創電子股份有限公司及長廣精機股份有限公司股票自115年1月16日開始上市買賣,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bc0e956210751,1150115
臺灣證券交易所針對寶綠特資源再生工程股份有限公司（寶綠特-KY，證券代號: 6887）違反重大訊息規定，處以新臺幣伍萬元之違約金,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bbbdfeb51072e,1150114
2025年國內上市動能強勁　資本市場發展再創重要里程碑,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bbb8dc9660729,1150114
普惠金融持續進化，打造全民皆可參與的友善投資環境,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bb6ebb6550723,1150113
2025年12月暨第四季集中市場相關數據,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bb6ea2eaf071f,1150113
旅天下(證券代號：6961)採競價拍賣方式辦理承銷，於今(1/13)日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bb66aa830071b,1150113
大東電(證券代號：1623)採競價拍賣方式辦理承銷，於今(1/13)日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bb668aebc0717,1150113
億而得(證券代號：6423)採競價拍賣方式辦理承銷，於今(1/13)日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bb666cfa00713,1150113
全體上市公司114年12月份當月營收較113年同期成長21％，累計營業收入較113年同期成長13.82％,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bb6653b81070f,1150113
創新板制度全面升級 2026鎖定前瞻產業 加速邁向「亞洲資產管理中心」,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bb1b764a50707,1150112
上週外資在集中市場賣超434.33億元，賣超友達9.88萬張最多，另買超聯電18.92萬張最多,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019bb11282850703,1150112
本週發行量加權股價指數漲幅約為3.20%，上市股票總市值達98.69兆元,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019ba2325c2206ff,1150109
證交所115年1月8日（星期四）舉辦「114年度中介機構頒獎典禮暨新上市家族聯誼會」圓滿成功,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019b9d762d6b06f8,1150108
臺灣證券交易所成功推動「臺灣首家美國店頭市場跨境交易」 直接面向國際投資人，拓展全球能見度,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019b9cd5b3d106f3,1150108
立足亞洲核心、連結全球創新：五大策略打造亞洲資產管理中心,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019b9ccabbb106ef,1150108
長廣(證券代號：7795)採競價拍賣方式辦理承銷，於今(1/7)日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019b9749263006ba,1150107
輝創(證券代號：6722)採競價拍賣方式辦理承銷，於今(1/7)日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019b9742ef6706b6,1150107
日盛台駿國際租賃股份有限公司甲種特別股現金增資股款繳納憑證自115年1月7日開始上市買賣,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019b923a8f9d06ae,1150106
臺灣證券交易所積極推動「Power Up 提升企業價值計畫」  助力上市公司迎向國際競爭，壯大臺灣資本市場,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019b8dcedca906a9,1150105
第一金投信募集發行之「第一金台股趨勢優選主動式ETF」，自115年1月7日起掛牌上市,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019b8d75a42306a4,1150105
今(115)年股東常會本(5)日開放登記,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019b8d69aa6606a0,1150105
上週外資在集中市場買超254.81億元，買超元大金10.89萬張最多，另賣超玉山金7.87萬張最多,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019b8cdaacd6068d,1150105
本週發行量加權股價指數漲幅約為2.78%，上市股票總市值達95.61兆元,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019b7e3517460683,1150102
上市公司執行買回庫藏股情形,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019b7e193bf1067f,1150102
「IPO/SPO資訊揭露專區」優化網站正式上線,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69a3d6cf9019b7d64061a0670,1150102
